what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273197593060
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197599310
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197617502
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197619393
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197623643
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197626362
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197630190
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1273197630206
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197634643
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197639409
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273197640784
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1273197642752
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197647799
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197658659
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197659534
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197662159
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197662909
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197664206
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273197665440
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198511082
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1273198513175
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198513441
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198834816
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198836363
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198906066
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198912347
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198938628
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198943003
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198947472
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273198949628
