what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.extract.local.variable",1273201535412
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273201557693
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273201561974
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273201575443
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273201578396
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273201580693
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1273201584224
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1273201590568
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273201592599
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201594224
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201594865
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273201625991
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201633289
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201763901
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273201766088
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1273201773166
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1273201773213
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273201779526
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.ClassFileEditor",1273201779526
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201780698
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201791260
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201798151
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273201801776
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1273201817791
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273201820573
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1273201825385
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273201825713
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201833073
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201833151
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201843041
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201867120
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273201874495
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273201874666
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273201875041
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201878495
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201878682
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273201879338
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1273201885541
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAll",1273201885995
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201887948
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273201892291
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273202084854
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273202087291
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273202093620
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1273202101807
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1273202101979
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1273202103557
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273202103791
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273202105401
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273202111666
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1273202125557
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1273202126245
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273202126573
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273202126745
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1273202129385
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273202130479
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273202131057
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273202132463
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1273202146495
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1273202148401
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1273202150229
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1273202152729
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273202155166
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1273202157776
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273202158979
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273202160260
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1273202164323
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273202167963
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273202168041
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273202172791
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273202176963
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273202181057
